FiscalYear,model_type,sector_scope,train_start,train_end,n_train,n_test,rank_ic,w1,w2,w3,bias,ranknet_loss,n_ranknet_pairs
2018,ranknet,all,2013,2017,1330,307,0.4573702920545317,0.5835396769617076,0.0479909898863143,0.031135191235521525,-0.09859538035076866,0.6364832401477524,25000
2019,ranknet,all,2014,2018,1395,321,0.4830003627482969,0.6093027657329515,0.03178500465341104,0.0014004832548086936,-0.09238009363403478,0.6304290019740031,25000
2020,ranknet,all,2015,2019,1472,332,0.40817291234412667,0.6224837229499895,0.01929768306461504,0.013112016946819814,-0.08952526561445616,0.6292215066202617,25000
2021,ranknet,all,2016,2020,1537,356,0.4635122102519125,0.4522879508073669,0.06600675043533773,-0.021888636817618903,-0.08466118572025824,0.6556249007110321,25000
2022,ranknet,all,2017,2021,1611,370,0.4861649214524593,0.4476275769494336,0.01988001081064816,-0.02707269052936608,-0.07631524391479408,0.6572599899901099,25000
2023,ranknet,all,2018,2022,1686,375,0.6382487876308666,0.4274250629830164,0.0007767217901582652,0.02519963539751139,-0.06854532252731163,0.6593953221175519,25000
2024,ranknet,all,2019,2023,1754,373,0.654073065626094,0.4164202048555733,0.026179601756951432,0.04093043619609475,-0.06380498588835794,0.6600231311699288,25000
2025,ranknet,all,2020,2024,1806,382,0.6965450936333214,0.4098443614329008,0.03551565692544296,0.06902801338456488,-0.0629383014121013,0.6595074692160435,25000
