MonthEnd,monthly_return,portfolio_value,n_start_positions,n_active_positions,n_carried_missing,n_terminal_zero,FiscalYear,RebalanceDate,Strategy,MKT_RF,SMB,HML,RMW,CMA,RF,excess_return
2019-04-30,0.02224490579902172,1.0222449057990215,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.020144905799021718
2019-05-31,-0.08710906612788205,0.933198106700884,15,15,0,0,2018,2019-03-31,gap_top_5pct,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021,-0.08920906612788206
2019-06-30,0.06282440385867849,0.9918257214364146,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.0699,0.0019,-0.0064,0.0045000000000000005,-0.0055000000000000005,0.0018,0.06102440385867849
2019-07-31,0.04673616094743549,1.038179847985273,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019,0.04483616094743549
2019-08-31,-0.003741597229220295,1.034295397142619,15,15,0,0,2018,2019-03-31,gap_top_5pct,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016,-0.005341597229220295
2019-09-30,0.010040410893447316,1.0446801479151322,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018,0.008240410893447316
2019-10-31,0.039117124220516164,1.0855450310318355,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015,0.03761712422051616
2019-11-30,0.004700820401485117,1.0906479832604408,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012,0.0035008204014851177
2019-12-31,0.03466833537847003,1.1284589333239656,15,15,0,0,2018,2019-03-31,gap_top_5pct,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002,0.03326833537847003
2020-01-31,0.019470466654780916,1.1504305553565395,15,15,0,0,2018,2019-03-31,gap_top_5pct,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013,0.018170466654780917
2020-02-29,-0.052330974465016555,1.0902274033404016,15,15,0,0,2018,2019-03-31,gap_top_5pct,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012,-0.053530974465016555
2020-03-31,-0.14542944463139473,0.9316762375506794,15,15,0,0,2018,2019-03-31,gap_top_5pct,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0012,-0.14662944463139474
2019-04-30,0.03145885378270652,1.0314588537827063,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.02935885378270652
2019-05-31,-0.09727280620572876,0.931125956589518,30,30,0,0,2018,2019-03-31,gap_top_10pct,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021,-0.09937280620572876
2019-06-30,0.08193661318183287,1.0074192639181574,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.0699,0.0019,-0.0064,0.0045000000000000005,-0.0055000000000000005,0.0018,0.08013661318183288
2019-07-31,0.029747874833523813,1.0373878460860755,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019,0.027847874833523814
2019-08-31,-0.02510445746918144,1.0113447870249619,30,30,0,0,2018,2019-03-31,gap_top_10pct,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016,-0.02670445746918144
2019-09-30,0.02175056063368741,1.033342103136712,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018,0.01995056063368741
2019-10-31,0.02917760934200797,1.063492555338684,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015,0.02767760934200797
2019-11-30,0.003543500558173207,1.0672610418021398,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012,0.0023435005581732074
2019-12-31,0.03745761785377422,1.1072380980561853,30,30,0,0,2018,2019-03-31,gap_top_10pct,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002,0.03605761785377422
2020-01-31,0.002390593560534615,1.1098850543233771,30,30,0,0,2018,2019-03-31,gap_top_10pct,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013,0.0010905935605346152
2020-02-29,-0.07523778669950598,1.0263797593452253,30,30,0,0,2018,2019-03-31,gap_top_10pct,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012,-0.07643778669950599
2020-03-31,-0.16348989205858566,0.8585770432787573,30,30,0,0,2018,2019-03-31,gap_top_10pct,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0012,-0.16468989205858567
2019-04-30,0.044026571140672655,1.0440265711406733,61,61,0,0,2018,2019-03-31,gap_top_20pct,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.04192657114067266
2019-05-31,-0.09122585270421102,0.9487843569425117,61,61,0,0,2018,2019-03-31,gap_top_20pct,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021,-0.09332585270421102
2019-06-30,0.07352108386331668,1.0185400112174852,61,61,0,0,2018,2019-03-31,gap_top_20pct,0.0699,0.0019,-0.0064,0.0045000000000000005,-0.0055000000000000005,0.0018,0.07172108386331669
2019-07-31,0.011780360493733655,1.0305387797269188,61,61,0,0,2018,2019-03-31,gap_top_20pct,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019,0.009880360493733654
