Strategy,years,mean_return,cumulative_return,cagr,mdd,sharpe,avg_selected,avg_priced,total_delisted_zero,total_price_missing
gap_top_10pct,7,0.43322277923746505,8.604189818579313,0.3815020495609369,-0.05450577526884787,1.0535549142694,5.571428571428571,5.571428571428571,0,0
gap_top_20pct,7,0.3677766582207575,5.980180820879803,0.3199345043225994,-0.061420020476813476,0.9422217794014781,11.571428571428571,11.571428571428571,0,0
gap_top_30pct,7,0.2977565685878028,4.060240439695928,0.2606539211965606,-0.035612531901405335,0.8797664574581912,17.571428571428573,17.571428571428573,0,0
gap_top_5pct,7,0.42397981173642646,9.220375865909986,0.39382918078869,-0.015322970424353207,1.3738089251548806,2.5714285714285716,2.5714285714285716,0,0
