MonthEnd,monthly_return,portfolio_value,n_start_positions,n_active_positions,n_carried_missing,n_terminal_zero,FiscalYear,RebalanceDate,Strategy
2019-04-30,0.025120131215812025,1.0251201312158118,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-05-31,-0.09679317102643237,0.925895503032401,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-06-30,0.07117593595895677,0.9917969820609212,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-07-31,0.04675412639444865,1.0381675835178301,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-08-31,-0.01700223341915552,1.0205164159346594,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-09-30,0.01252643151436672,1.0332998449281519,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-10-31,0.04208495363233289,1.07678622099025,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-11-30,0.00018947126736001962,1.0769902410402168,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-12-31,0.03883913359900526,1.1188196088968028,15,15,0,0,2018,2019-03-31,gap_top_5pct
2020-01-31,0.019226047577533212,1.1403300879281297,15,15,0,0,2018,2019-03-31,gap_top_5pct
2020-02-29,-0.055098839026408775,1.0774992239764072,15,15,0,0,2018,2019-03-31,gap_top_5pct
2020-03-31,-0.13642168359228335,0.9305049657721669,15,15,0,0,2018,2019-03-31,gap_top_5pct
2019-04-30,0.034214262179470545,1.0342142621794703,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-05-31,-0.08959727073295765,0.9415514869350903,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-06-30,0.07973402587715861,1.01662517755905,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-07-31,0.03457296660484355,1.0517729258724422,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-08-31,-0.022112908129708786,1.0285151677893098,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-09-30,0.015039503533516685,1.0439835252895526,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-10-31,0.02761653816810128,1.0728147361625804,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-11-30,0.002364202645293023,1.0753510875997252,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-12-31,0.04235149755100953,1.1208938165526803,30,30,0,0,2018,2019-03-31,gap_top_10pct
2020-01-31,0.011499159166678652,1.1337831529581655,30,30,0,0,2018,2019-03-31,gap_top_10pct
2020-02-29,-0.06962979799586144,1.0548380610465775,30,30,0,0,2018,2019-03-31,gap_top_10pct
2020-03-31,-0.15757170086354844,0.8886254336318608,30,30,0,0,2018,2019-03-31,gap_top_10pct
2019-04-30,0.0446774267532668,1.0446774267532675,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-05-31,-0.0989205664256173,0.9413373439667779,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-06-30,0.07940168161418382,1.0160811120439694,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-07-31,0.01551595325440469,1.0318465790811273,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-08-31,-0.031789420523816725,0.9990447742626557,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-09-30,0.032674129737676694,1.0316876928306615,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-10-31,0.02096913284409374,1.0533212891152441,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-11-30,0.0172251376296082,1.0714648932884505,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-12-31,0.03378812096751038,1.1076676787153212,61,61,0,0,2018,2019-03-31,gap_top_20pct
2020-01-31,-0.008827110753705458,1.0978901734370012,61,61,0,0,2018,2019-03-31,gap_top_20pct
2020-02-29,-0.09414803930783133,0.9945259662325727,61,61,0,0,2018,2019-03-31,gap_top_20pct
2020-03-31,-0.19494531461040843,0.8006477888571434,61,61,0,0,2018,2019-03-31,gap_top_20pct
2019-04-30,0.03904075503378368,1.0390407550337855,92,92,0,0,2018,2019-03-31,gap_top_30pct
2019-05-31,-0.0867905069938475,0.9488618811171331,92,92,0,0,2018,2019-03-31,gap_top_30pct
2019-06-30,0.0823459692215156,1.026996832375074,92,92,0,0,2018,2019-03-31,gap_top_30pct
2019-07-31,0.007736446617110815,1.0349421385446858,92,92,0,0,2018,2019-03-31,gap_top_30pct
