Strategy,status,n_obs,alpha_monthly,alpha_annualized,alpha_tstat,beta_mkt_rf,beta_smb,beta_hml,beta_rmw,beta_cma,mean_monthly_return,mean_monthly_excess_return,r_squared
gap_top_10pct,ok,84,0.0018529257097784728,0.0224631139696001,0.86464111196051,1.030538747478275,0.16594417282346907,0.11403031976706926,0.1637697192495193,0.13542638989782418,0.014944558108546415,0.012754081918070224,0.8944852939131553
gap_top_20pct,ok,84,-7.899023472561531e-06,-9.478416373709386e-05,-0.004340658710628032,1.0352381206271477,0.31974944304808317,0.2060521155663771,0.283707382889048,0.08929725367036477,0.013375028847478421,0.011184552657002229,0.930753986923005
gap_top_30pct,ok,84,-0.0009864257436876026,-0.011773099259021369,-0.6503354752868338,1.0047713455934402,0.2910999220442343,0.25556705758552817,0.2558050707364186,0.0729496576454947,0.012120947337370855,0.009930471146894663,0.9485784042833846
gap_top_5pct,ok,84,-0.000456966864041318,-0.005469841304859058,-0.18781176314914474,1.011027365793888,0.07153007764281064,-0.031413408112472625,0.3055262012850261,0.10716975318271525,0.01289296177385342,0.010702485583377228,0.8578800346959025
