ticker,company_name,first_year,last_year,sp500_years,current_price_ticker,price_ticker_to_fill,reason,notes
ESV,Ensco,2012,2015,"2012,2013,2014,2015",ESV,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ESV?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KMI,Kinder Morgan,2012,2025,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",KMI,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KMI?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KRFT,Kraft Foods,2012,2014,"2012,2013,2014",KRFT,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KRFT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
PETM,PetSmart,2012,2014,"2012,2013,2014",PETM,,empty dataframe,
ADS,Alliance Data Systems,2013,2019,"2013,2014,2015,2016,2017,2018,2019",ADS,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ADS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
GGP,GGP,2013,2017,"2013,2014,2015,2016,2017",GGP,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GGP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KSU,Kansas City Southern,2013,2020,"2013,2014,2015,2016,2017,2018,2019,2020",KSU,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KSU?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
NLSN,Nielsen Holdings,2013,2021,"2013,2014,2015,2016,2017,2018,2019,2020,2021",NLSN,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/NLSN?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DISCK,"Discovery, Inc.",2014,2021,"2014,2015,2016,2017,2018,2019,2020,2021",DISCK,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DISCK?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
GMCR,Keurig Green Mountain,2014,2015,"2014,2015",GMCR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GMCR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
LVLT,Level 3 Communications,2014,2016,"2014,2015,2016",LVLT,,empty dataframe,
MNK,Mallinckrodt,2014,2016,"2014,2015,2016",MNK,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/MNK?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
XEC,Cimarex Energy,2014,2019,"2014,2015,2016,2017,2018,2019",XEC,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/XEC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
ATVI,Activision Blizzard,2015,2022,"2015,2016,2017,2018,2019,2020,2021,2022",ATVI,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ATVI?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
BXLT,Baxalta,2015,2015,2015,BXLT,,empty dataframe,
CPGX,Columbia Pipeline Group,2015,2015,2015,CPGX,,empty dataframe,
ENDP,Endo International,2015,2016,"2015,2016",ENDP,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ENDP?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NewConnectionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to establish a new connection: [Errno 51] Network is unreachable""))",
HBI,Hanesbrands,2015,2020,"2015,2016,2017,2018,2019,2020",HBI,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HBI?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HCA,HCA Healthcare,2015,2025,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",HCA,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HCA?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HPE,Hewlett Packard Enterprise,2015,2025,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",HPE,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HPE?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KHC,Kraft Heinz,2015,2025,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",KHC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KHC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ARNC,Arconic,2016,2019,"2016,2017,2018,2019",ARNC,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ARNC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
CXO,Concho Resources,2016,2020,"2016,2017,2018,2019,2020",CXO,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/CXO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
EVHC,Envision Healthcare,2016,2017,"2016,2017",EVHC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/EVHC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FBHS,Fortune Brands Home & Security,2016,2021,"2016,2017,2018,2019,2020,2021",FBHS,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FBHS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FL,Foot Locker,2016,2018,"2016,2017,2018",FL,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FL?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FTV,Fortive,2016,2025,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",FTV,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FTV?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HOLX,Hologic,2016,2025,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",HOLX,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HOLX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ANSS,Ansys,2017,2024,"2017,2018,2019,2020,2021,2022,2023,2024",ANSS,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ANSS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DISH,Dish Network,2017,2022,"2017,2018,2019,2020,2021,2022",DISH,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/DISH?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
DRE,Duke Realty,2017,2021,"2017,2018,2019,2020,2021",DRE,,"ReadTimeout: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Read timed out. (read timeout=30)",
DWDP,DuPont,2017,2018,"2017,2018",DWDP,,"ReadTimeout: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Read timed out. (read timeout=30)",
HLT,Hilton Worldwide,2017,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",HLT,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HLT?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
INFO,IHS Markit,2017,2021,"2017,2018,2019,2020,2021",INFO,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/INFO?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
IQV,IQVIA,2017,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",IQV,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/IQV?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ABMD,Abiomed,2018,2021,"2018,2019,2020,2021",ABMD,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/ABMD?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
FANG,Diamondback Energy,2018,2025,"2018,2019,2020,2021,2022,2023,2024,2025",FANG,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FANG?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HFC,HollyFrontier,2018,2020,"2018,2019,2020",HFC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HFC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HII,Huntington Ingalls Industries,2018,2025,"2018,2019,2020,2021,2022,2023,2024,2025",HII,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HII?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
KEYS,Keysight Technologies,2018,2025,"2018,2019,2020,2021,2022,2023,2024,2025",KEYS,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/KEYS?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
MXIM,Maxim Integrated,2018,2020,"2018,2019,2020",MXIM,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/MXIM?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
SIVB,SVB Financial Group,2018,2022,"2018,2019,2020,2021,2022",SIVB,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/SIVB?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
TWTR,Twitter,2018,2021,"2018,2019,2020,2021",TWTR,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/TWTR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
WCG,WellCare,2018,2019,"2018,2019",WCG,,HTTPError: 404 Client Error: Not Found for url: https://query1.finance.yahoo.com/v8/finance/chart/WCG?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true,
FOX,Fox Corporation (Class B),2019,2025,"2019,2020,2021,2022,2023,2024,2025",FOX,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FOX?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FOXA,Fox Corporation (Class A),2019,2025,"2019,2020,2021,2022,2023,2024,2025",FOXA,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FOXA?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
FRC,First Republic Bank,2019,2022,"2019,2020,2021,2022",FRC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/FRC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
CTLT,Catalent,2020,2023,"2020,2021,2022,2023",CTLT,,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",
ETSY,Etsy,2020,2023,"2020,2021,2022,2023",ETSY,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ETSY?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HWM,Howmet Aerospace,2020,2025,"2020,2021,2022,2023,2024,2025",HWM,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HWM?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
IR,Ingersoll Rand,2020,2025,"2020,2021,2022,2023,2024,2025",IR,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/IR?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ENPH,Enphase Energy,2021,2024,"2021,2022,2023,2024",ENPH,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/ENPH?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
EPAM,EPAM Systems,2021,2025,"2021,2022,2023,2024,2025",EPAM,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/EPAM?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
INVH,Invitation Homes,2022,2025,"2022,2023,2024,2025",INVH,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/INVH?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GEHC,GE HealthCare,2023,2025,"2023,2024,2025",GEHC,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GEHC?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GDDY,GoDaddy,2024,2025,"2024,2025",GDDY,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GDDY?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
GEV,GE Vernova,2024,2025,"2024,2025",GEV,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/GEV?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
EXE,Expand Energy,2025,2025,2025,EXE,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/EXE?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
HOOD,Robinhood Markets,2025,2025,2025,HOOD,,"ConnectionError: HTTPSConnectionPool(host='query1.finance.yahoo.com', port=443): Max retries exceeded with url: /v8/finance/chart/HOOD?period1=1293840000&period2=1780099200&interval=1d&events=history&includeAdjustedClose=true (Caused by NameResolutionError(""HTTPSConnection(host='query1.finance.yahoo.com', port=443): Failed to resolve 'query1.finance.yahoo.com' ([Errno 8] nodename nor servname provided, or not known)""))",
